RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
45,0.09799148217234578,Spain,Female,2.105130381807496,0.5,1.2732135327473872,1,1,1,0.7917096582723651,0
46,1.2981574518480117,Germany,Female,-0.6599854823670008,0.4,0.5278302936664563,2,1,1,0.6325898123270772,0
47,1.8465091448894797,Germany,Female,-1.136729596879845,0.9,0.5698919786273499,1,1,1,0.5985403105996623,1
48,-0.13997246009093278,Germany,Female,0.007456277950981121,0.9,0.9833407417020908,1,1,1,0.5881122647212809,1
49,-1.0400969373476823,Germany,Male,-0.08789254495158773,0.2,0.43119566630587164,1,0,1,0.454376142921649,0
50,1.2981574518480117,Germany,Female,-0.18324136785415657,0.2,0.4372510463136535,2,1,0,0.9705303856518297,0
51,0.49114929982471905,Germany,Male,0.48420039246382535,1.0,0.639088766314202,2,1,0,0.9903324767515297,0
52,-0.6779778947731279,Germany,Male,-0.2785901907567254,0.5,1.1148713714354912,2,0,0,0.43210621614364175,0
53,1.4223125521592874,France,Female,-0.564636659464432,0.5,-1.2257863774930597,2,0,0,0.584888906890608,0
54,0.04626019037598087,Germany,Male,0.19815392375611882,0.8,0.7865083580450489,1,0,0,0.8202251315000582,1
55,-0.5124377610247601,Germany,Male,0.29350274665868764,0.1,0.3527363139638806,1,1,0,0.20003500334281923,1
56,-0.32620511055784646,France,Male,0.3888515695612565,0.1,0.7808983491213667,1,1,1,0.567048703151151,0
57,0.056606448735253855,France,Male,0.5795492153663941,0.5,0.8234078091124779,1,1,0,0.4355215423072904,0
58,0.7704982755250895,Germany,Male,-1.8995201801003958,0.0,-0.009578752290435928,1,0,0,0.22803262711588956,0
59,-1.4436010133593284,Spain,Female,2.58187449632034,0.4,-1.2257863774930597,1,1,0,0.008158429129981912,1
60,-0.3779364023542114,France,Male,1.1516421527818073,0.4,-0.5737413145928468,1,1,1,0.23384083179943685,0
61,0.9463846676327302,Germany,Male,-0.3739390136592943,0.5,0.9675259815081485,1,0,0,0.422530301643807,0
62,0.3773404578727163,Germany,Female,-1.136729596879845,0.9,1.215483087253442,2,0,0,0.6324766015154447,0
63,-0.9883656455513172,Spain,Male,-0.564636659464432,0.1,-0.326955892185392,2,0,0,0.8940181287312938,0
64,0.3463016827948973,Spain,Male,1.6283862672946514,0.8,0.03559876736533659,1,1,1,0.49698136172004426,0
65,-0.49174524430621414,Germany,Male,-1.232078419782414,0.4,0.5237474315799049,1,1,1,0.46418978012400186,0
66,1.0395009928661871,Germany,Female,-0.2785901907567254,0.6,1.4959848155421471,2,1,1,0.1387471503528587,0
67,-0.7193629282102197,Germany,Female,-0.4692878365618631,0.1,0.4030159688601713,1,1,0,0.5521523805523427,0
68,0.8739608591178194,Germany,Male,0.3888515695612565,1.0,0.7483343347459372,2,1,1,0.9834024149306259,0
69,0.10833774053161876,Germany,Female,-0.3739390136592943,0.5,1.1897873071997755,2,0,1,0.5682806207992863,0
70,0.2531853575614405,France,Female,-1.708822534295258,0.8,0.35077373235327025,1,1,0,0.09096578723268071,0
71,0.9049996341956383,Germany,Male,1.8190839130997891,0.2,0.9176591642918293,4,1,0,0.14182494428217896,1
72,1.680969011141112,France,Male,-0.9460319510747073,0.6,-1.2257863774930597,1,1,0,0.1697276589914337,0
73,0.06695270709452683,Spain,Female,-0.18324136785415657,0.0,1.396232590592864,1,0,1,0.22098095368107656,0
74,-0.4813989859469412,Germany,Female,-1.3274272426849827,0.5,1.3028578744311545,2,1,1,0.2921040459363869,0
75,-1.3608309464851447,France,Male,-0.2785901907567254,0.9,-1.2257863774930597,2,0,1,0.7278236071544831,0
76,0.8739608591178194,France,Female,-1.708822534295258,0.1,1.6384062827678414,2,1,0,0.11189278576104017,0
77,0.1393765156094377,France,Male,1.5330374443920827,0.8,-1.2257863774930597,2,1,1,0.6958167504996727,0
78,0.28422413263925944,France,Female,-0.6599854823670008,0.9,-1.2257863774930597,1,1,1,0.7410660718098578,0
79,1.101578543021825,Spain,Male,-0.564636659464432,0.5,0.012297477908120507,1,0,1,0.9712330027517627,0
80,-2.4264955574902616,Germany,Female,0.19815392375611882,1.0,0.7324626811605391,2,1,0,0.49149708797190134,0
81,0.1497227739687107,France,Female,-0.4692878365618631,0.1,0.32308476044175993,2,0,0,0.8570922523100956,0
82,1.3085037102072845,France,Female,-0.6599854823670008,0.2,-1.2257863774930597,1,1,0,0.6822982094790052,1
83,-1.112520745862593,France,Female,-0.2785901907567254,0.3,-1.2257863774930597,2,0,0,0.13005247001088605,0
84,-1.4953323051556933,France,Female,-0.4692878365618631,0.4,0.221511305913596,1,1,1,0.7961945865830187,0
85,-1.629833663826242,France,Female,0.674898038268963,0.4,-1.2257863774930597,2,1,0,0.009481305464671876,0
86,0.015221415298161928,Spain,Female,3.4400139024434595,1.0,-1.2257863774930597,2,1,1,0.5733756073705039,0
87,1.029154734506914,Spain,Male,-1.6134737113926891,0.3,0.7243238811839565,1,1,0,0.6432202775365048,1
88,0.8118833089621815,France,Male,-0.8506831281721385,0.9,-1.2257863774930597,2,1,0,0.7593613690107405,0
89,-0.04685613485747596,France,Female,0.674898038268963,0.4,-1.2257863774930597,3,1,0,0.46624372627585936,1
90,-0.16066497680947875,Germany,Female,-1.0413807739772762,0.3,0.08233965331308206,2,1,1,0.7839737694949866,0
91,-0.036509876498202976,Spain,Female,0.48420039246382535,0.5,-1.2257863774930597,3,1,1,0.8710513854073063,1
92,1.629237719344747,France,Male,0.5795492153663941,0.7,0.6753591848141279,2,1,0,0.7356746569297367,0
93,-1.3090996546887796,France,Female,-0.2785901907567254,1.0,-1.2257863774930597,2,1,0,0.5480672904262357,0
94,1.2257336433331008,France,Male,-0.9460319510747073,0.8,-1.2257863774930597,2,1,1,0.8614774210937143,0
95,0.8222295673214545,Spain,Male,0.29350274665868764,0.4,-1.2257863774930597,2,0,1,0.4298955050207295,0
96,-1.4022159799222365,Spain,Male,-0.3739390136592943,1.0,1.5992341410406,1,0,1,0.6063889101409184,0
97,1.2671186767701927,Spain,Male,0.19815392375611882,0.9,0.42215779048121416,1,0,1,0.3229491916478024,0
98,1.691315269500385,Germany,Male,-0.9460319510747073,0.8,0.3301501183451867,2,1,1,0.9864169528189942,0
99,0.6153044001359949,Spain,Male,-1.6134737113926891,0.8,-1.2257863774930597,2,0,0,0.49821487952099425,0
100,-2.4575343325680805,France,Male,-0.4692878365618631,0.9,-1.2257863774930597,2,0,0,0.03261611483896713,0
101,0.1497227739687107,France,Female,0.10280510085354996,0.6,-1.2257863774930597,1,1,1,0.8092595342855242,0
102,-0.2848200771207545,France,Female,0.48420039246382535,0.6,-1.2257863774930597,2,0,0,0.8358340721538906,0
103,0.9049996341956383,France,Male,-0.7553343052695697,0.9,0.09917496876558782,1,1,0,0.20981573740292198,0
104,-1.2677146212516879,Spain,Male,-0.2785901907567254,0.7,-1.2257863774930597,2,1,0,0.30265380343822834,0
105,0.2014540657650756,Spain,Female,2.486525673417771,0.1,-1.2257863774930597,1,1,1,0.8883053331593166,1
106,-0.2951663354800275,Spain,Female,0.674898038268963,0.4,0.49020276745146857,2,1,1,0.15487984102481786,1
107,-0.7090166698509468,Germany,Male,-0.6599854823670008,0.1,0.1995712910113794,1,1,1,0.05021954596663982,0
108,1.3912737770814685,Germany,Female,-0.2785901907567254,0.2,0.3737488864538319,1,0,1,0.18484235244465844,0
109,-0.4710527275876682,Spain,Male,-0.564636659464432,0.5,1.1796469816854733,1,0,0,0.3592903622295929,0
110,-1.774681280856064,Germany,Male,-0.3739390136592943,0.9,0.26199808564115096,1,1,0,0.49723888631364294,1
111,0.3566479411541703,Germany,Male,-0.8506831281721385,0.3,0.22518437531859165,1,0,1,0.3153866194221548,0
112,-1.164252037658958,Germany,Male,0.007456277950981121,0.7,0.5059378768973731,2,1,0,0.13611139863856997,0
113,-0.9159418370364064,France,Male,0.29350274665868764,0.2,0.380664238119505,1,0,0,0.43397059419174533,0
114,0.2531853575614405,Spain,Male,-0.2785901907567254,0.9,0.47605602533716274,1,0,1,0.11492467530649177,0
115,0.7291132420879977,Germany,Male,-1.0413807739772762,0.9,1.2498861204090244,2,0,1,0.5064951702887626,1
116,-0.23308878532438962,Germany,Female,-0.8506831281721385,0.9,0.8953160877571871,2,1,1,0.370823163612125,0
117,0.18076154904652963,Germany,Female,-0.18324136785415657,0.6,1.4644601072050003,1,1,0,0.5781887670272511,0
118,-1.4953323051556933,France,Female,0.19815392375611882,0.1,-1.2257863774930597,2,1,0,0.1587887643269932,0
119,-1.3090996546887796,Germany,Female,-0.7553343052695697,0.8,0.5021481359741247,1,1,0,0.9986644224523442,1
120,0.501495558183992,Germany,Male,-0.4692878365618631,0.4,1.7418660336831424,2,1,0,0.6041721984449515,0
121,1.8361628865302067,France,Male,-0.4692878365618631,0.8,0.8485521239267101,2,0,0,0.19061915412921931,0
122,0.2428390992021675,Spain,Male,0.007456277950981121,0.6,0.7004703251719336,1,0,0,0.5006446615651795,0
123,0.056606448735253855,France,Female,0.007456277950981121,0.6,-1.2257863774930597,2,1,0,0.7053588617712991,0
124,0.3463016827948973,Germany,Female,0.8655956840741007,1.0,0.7996891946092037,1,1,1,0.9906835102752312,0
125,-0.2641275604022086,France,Female,-1.0413807739772762,0.3,-1.2257863774930597,1,0,0,0.9182618440061026,0
126,-2.260955423741894,France,Male,0.29350274665868764,0.9,1.2198834304906236,1,1,0,0.5513209511508349,1
127,-1.050443195706955,France,Female,1.246990975684376,0.1,-1.2257863774930597,1,0,1,0.043126468577749176,1
128,-0.2641275604022086,Germany,Male,1.6283862672946514,0.0,1.154236309641384,1,1,0,0.23408485510366242,1
129,1.8361628865302067,France,Female,0.19815392375611882,0.7,-1.2257863774930597,2,1,0,0.8569177856485293,0
130,1.2360799016923738,France,Male,-1.4227760655875517,0.9,0.4061255532951438,1,1,0,0.836303717004974,0
131,1.111924801381098,France,Female,-0.4692878365618631,0.3,-1.2257863774930597,2,1,1,0.6211322181268312,0
132,1.4947363606741983,Germany,Female,-0.564636659464432,0.9,0.8714551596437361,1,1,1,0.5746730312744868,0
133,0.3773404578727163,France,Male,-0.08789254495158773,0.9,0.7385720698244352,1,1,1,0.1780034993341864,0
134,0.3669941995134433,France,Male,-1.3274272426849827,0.1,-1.2257863774930597,2,0,1,0.08224680456983641,0
135,1.4326588105185605,Germany,Male,0.007456277950981121,0.7,0.7747529012657028,2,1,1,0.6220569064345646,0
136,-0.6365928613360359,Germany,Female,1.0562933298792385,0.5,1.0963462421252133,2,1,1,0.17466493050086285,0
137,-1.9609139313229775,Germany,Female,-0.4692878365618631,0.5,-0.20548866169052282,1,0,1,0.8389436191156254,0
138,-0.13997246009093278,France,Male,0.10280510085354996,0.2,0.9131342966457433,1,0,1,0.4658132851687336,0
139,-0.6883241531324008,Spain,Female,0.8655956840741007,0.2,2.19016015599915,1,1,0,0.3757842373946712,1
140,-0.7400554449287657,Spain,Female,-0.3739390136592943,0.1,0.849465943977641,2,0,1,0.04290034698313689,1
141,1.091232284662552,Germany,Male,0.48420039246382535,1.0,0.9770630768099454,1,1,0,0.9477521103265361,0
142,0.12903025725016473,France,Male,-0.4692878365618631,0.7,-1.2257863774930597,2,1,1,0.9021644567056153,0
143,0.3256091660763514,France,Female,0.3888515695612565,0.5,0.7911553461539215,1,1,1,0.9666260627889962,0
144,1.4740438439556522,Spain,Male,1.246990975684376,0.2,-1.2257863774930597,1,1,0,0.79563718335101,1
145,0.4187254913098082,France,Female,-0.7553343052695697,0.5,-0.5700611936125721,1,1,0,0.6310715673346805,1
146,-1.712603730700426,Spain,Female,-1.708822534295258,0.5,0.5877060206759686,1,1,1,0.27067544950542777,0
147,-0.16066497680947875,Spain,Female,-0.9460319510747073,0.8,0.9906029026610321,2,1,0,0.705387014459881,0
148,-0.005471101420384035,France,Male,-0.18324136785415657,0.5,0.48850253649385245,1,0,0,0.12242894196395755,0
149,0.8739608591178194,France,Male,0.48420039246382535,0.9,0.7082945287332275,1,1,0,0.37415953223532844,0
150,-2.4264955574902616,France,Male,-0.6599854823670008,0.0,-1.2257863774930597,2,0,1,0.004336864170528286,0
151,1.070539767944006,Spain,Female,-0.6599854823670008,0.7,-1.2257863774930597,2,1,0,0.4475885947107949,0
152,-1.195290812736777,France,Female,0.8655956840741007,0.9,-1.2257863774930597,1,1,0,0.7494776251131983,1
153,0.6773819502916327,Spain,Male,0.29350274665868764,0.8,-1.2257863774930597,2,1,0,0.9040305349160845,0
154,-1.153905779299685,France,Male,-0.18324136785415657,0.2,0.8193241457105541,1,1,0,0.4932203025388925,0
155,-0.3779364023542114,France,Female,0.3888515695612565,0.6,-1.2257863774930597,2,1,1,0.5452018167735019,0
156,0.573919366698903,Spain,Male,1.7237350901972204,0.7,-1.2257863774930597,1,1,0,0.08965646219213934,1
157,1.111924801381098,France,Female,-0.564636659464432,0.7,-1.2257863774930597,2,0,0,0.41496407906955113,0
158,-0.6676316364138548,Spain,Female,-1.0413807739772762,0.2,-1.2257863774930597,2,1,1,0.4603228108284341,0
159,-0.04685613485747596,France,Female,3.249316256638322,0.6,0.3329202655883191,1,0,1,0.5235904028834754,0
160,-0.20205001024657068,Germany,Female,-0.564636659464432,0.4,0.749403129189932,1,0,0,0.5634337579238817,0
161,0.6877282086509057,Spain,Female,-1.6134737113926891,0.6,0.39383626021456103,1,0,1,0.4234803423726966,0
162,0.3463016827948973,France,Male,-0.8506831281721385,0.2,-1.2257863774930597,2,1,0,0.417351057025946,0
163,1.5464676524705632,France,Female,0.9609445069766696,0.7,0.5051727809795996,1,0,0,0.23559014885921606,0
164,0.7291132420879977,Spain,Female,-0.2785901907567254,0.2,-1.2257863774930597,2,1,1,0.5348821812483092,0
165,0.3359554244356244,Spain,Male,-0.9460319510747073,0.0,0.9169772449097335,1,1,0,0.27788133766774725,1
166,0.09799148217234578,Germany,Male,-0.7553343052695697,0.9,0.7805430458851489,2,1,1,0.6993810408894049,0
167,0.553226849980357,Germany,Female,-1.4227760655875517,0.7,0.5857347848593341,1,1,0,0.8125370972927914,1
168,-0.3675901439949384,Spain,Female,0.19815392375611882,0.9,0.5212931628566576,1,1,0,0.9825357321624214,0
169,0.17041529068725664,Spain,Female,0.007456277950981121,0.2,-1.2257863774930597,2,1,0,0.20356774071923867,1
170,0.3256091660763514,Germany,Male,-1.4227760655875517,0.9,-0.2973854317789802,2,0,0,0.2656389685214938,0
171,-1.7229499890596989,France,Female,-0.9460319510747073,0.4,0.8594668406171079,1,1,0,0.8201098704926321,0
172,-0.23308878532438962,Germany,Male,-1.136729596879845,0.5,0.3099584133229431,2,1,0,0.7800013901327576,0
173,-1.7643350224967909,Germany,Male,0.48420039246382535,1.0,0.851360413781579,1,1,0,0.027308207933857683,1
174,-0.7504017032880387,France,Male,-0.8506831281721385,0.4,1.4900651783584864,1,1,0,0.560931218931408,0
175,-1.4332547550000554,France,Male,0.10280510085354996,0.5,-1.2257863774930597,2,1,1,0.7323011847631448,0
176,-1.7229499890596989,Spain,Female,-0.3739390136592943,0.7,0.9196267140577495,1,1,1,0.13638562482717098,0
177,-1.4539472717186015,France,Female,-0.8506831281721385,0.0,-1.2257863774930597,2,1,1,0.652771789705917,0
178,-0.4607064692283952,Germany,Male,-0.2785901907567254,0.5,1.8268963323436564,2,0,0,0.8967871931769484,0
179,-0.553822794461852,Spain,Female,0.10280510085354996,0.8,0.4087867216476002,1,0,1,0.473857953434553,0
180,1.070539767944006,Germany,Female,1.5330374443920827,0.3,1.3642060985693854,1,1,0,0.040350203444428946,1
181,2.0637805704342123,Spain,Female,0.5795492153663941,0.2,0.7344106788313678,1,1,1,0.09736389825228309,0
182,-1.4539472717186015,France,Male,2.486525673417771,0.2,-1.2257863774930597,2,1,1,0.24032310085613176,0
183,1.3188499685665576,Germany,Female,0.5795492153663941,0.1,1.372886106948633,2,1,0,0.872681791111051,0
184,-0.15031871845020578,France,Male,0.29350274665868764,0.2,-1.2257863774930597,2,1,1,0.27732248429725037,0
185,1.5878526859076552,France,Female,1.0562933298792385,0.4,-1.2257863774930597,1,1,1,0.042680525990232074,1
186,-1.4125622382815095,France,Male,-0.6599854823670008,0.8,-1.2257863774930597,2,1,0,0.4792737706450966,0
187,0.8222295673214545,France,Female,0.007456277950981121,0.1,0.3609890609864492,1,1,0,0.974764189980143,0
188,-1.2987533963295068,Spain,Female,-0.18324136785415657,0.0,-1.2257863774930597,1,0,1,0.6576135020894495,0
189,-0.3572438856356654,Spain,Male,-0.8506831281721385,0.5,-1.2257863774930597,2,0,1,0.9805782952271942,0
190,0.3773404578727163,Germany,Female,-0.4692878365618631,0.7,0.5593548417405285,2,1,0,0.7428368409183077,0
191,0.6670356919323598,France,Female,0.19815392375611882,0.8,-0.324869908007399,2,0,0,0.4648995479068251,1
192,-1.4332547550000554,France,Female,-0.2785901907567254,0.3,0.1256763912948819,2,1,0,0.08832733526051738,0
193,-1.774681280856064,France,Male,0.10280510085354996,0.1,-1.2257863774930597,2,0,0,0.5749791605098287,0
194,-0.5124377610247601,France,Male,-0.6599854823670008,0.8,0.264866794675115,1,1,0,0.43477072060381766,0
195,-0.7297091865694927,Spain,Male,-0.9460319510747073,0.9,-0.23679589303554183,2,1,0,0.6403922574605875,0
196,1.618891460985474,France,Male,-0.3739390136592943,0.3,1.5754543060428574,1,1,1,0.002944181169301669,0
197,-0.3572438856356654,Spain,Female,-0.6599854823670008,0.6,-1.2257863774930597,2,1,1,0.2149699296282795,0
198,0.7291132420879977,Germany,Male,-0.18324136785415657,0.3,0.5005777181068723,1,1,1,0.7929734289624658,0
199,-1.5470635969520583,France,Male,1.7237350901972204,1.0,-1.2257863774930597,2,1,1,0.23920089368534697,0
200,-1.3401384297665986,France,Male,-0.3739390136592943,0.6,0.3195317280795822,1,1,0,0.05238930317845355,0
201,2.0637805704342123,Spain,Male,-0.8506831281721385,0.2,1.0345641858442487,1,1,1,0.02983594933316132,0
202,1.122271059740371,France,Male,0.29350274665868764,0.4,0.4637098388651242,1,0,1,0.6070453728331056,0
203,-1.3918697215629636,Spain,Male,1.0562933298792385,0.5,-1.2257863774930597,1,0,1,0.7307415358166705,1
204,0.6256506584952678,France,Female,-0.08789254495158773,0.2,0.8419608241977228,2,1,1,0.07182325912124608,1
205,-1.4332547550000554,Spain,Male,-0.564636659464432,0.3,1.6055271911878992,1,1,0,0.4733411540802147,0
206,-1.0400969373476823,France,Male,-0.18324136785415657,0.3,-1.2257863774930597,1,1,1,0.8983794452370201,0
207,-0.44001395250984926,Spain,Female,0.19815392375611882,0.3,0.21279652044717723,1,0,0,0.9965609715727851,1
208,-0.33655136891711945,France,Male,-0.4692878365618631,0.5,0.9370364123693464,1,1,1,0.7597866096212188,0
209,-0.07789490993529491,France,Male,0.5795492153663941,0.5,-1.2257863774930597,1,1,0,0.7125776511656863,1
210,0.21180032412434857,France,Male,0.5795492153663941,0.2,0.4790417264155287,1,0,1,0.7913407730438256,0
211,0.39803297459126225,Germany,Male,-0.564636659464432,0.2,1.367504793432295,2,1,0,0.8469324820520359,0
212,-0.49174524430621414,France,Male,-0.7553343052695697,0.8,-1.2257863774930597,2,1,1,0.8495983366411491,0
213,-0.31585885219857346,France,Female,0.19815392375611882,0.9,-1.2257863774930597,2,0,0,0.4442468755766176,0
214,0.2635316159207135,France,Female,-0.4692878365618631,0.1,-0.21460634852629273,1,1,1,0.20319055469797365,0
215,-0.8124792534436766,Germany,Male,-1.232078419782414,0.4,0.6699176123817694,2,0,0,0.3021074512615955,0
216,0.18076154904652963,Germany,Male,0.7702468611715318,0.7,0.4866920445409649,1,0,1,0.7898126271058885,1
217,0.4601105247469001,France,Male,0.674898038268963,0.7,-0.43228302844503674,1,1,0,0.6650423115407521,0
218,0.8222295673214545,Spain,Female,-0.564636659464432,0.9,-1.2257863774930597,2,0,0,0.8829095178589554,0
219,1.618891460985474,France,Male,0.3888515695612565,0.1,0.46978605307259436,2,1,0,0.17439895510021208,1
220,-0.6055540862582169,France,Male,1.4376886214895137,0.8,-1.2257863774930597,1,1,1,0.14364436803714753,1
221,0.7808445338843626,France,Female,-0.7553343052695697,0.9,0.6127844673665716,2,1,1,0.49088182921469004,0
222,-1.4125622382815095,Spain,Male,-0.8506831281721385,0.7,-1.2257863774930597,1,0,1,0.6250529925607896,0
223,-0.8642105452400415,France,Male,0.29350274665868764,0.2,-1.2257863774930597,2,1,1,0.8399453647823366,0
224,2.0637805704342123,France,Male,-0.564636659464432,1.0,-1.2257863774930597,1,1,0,0.024253016163043574,1
225,0.21180032412434857,Germany,Male,0.5795492153663941,0.6,0.36986042347667714,1,1,1,0.5443563360300908,1
226,0.2014540657650756,France,Male,-0.18324136785415657,0.4,1.50762712659088,2,1,0,0.9913011692616644,0
227,0.4497642663876272,France,Female,-0.8506831281721385,0.9,-1.2257863774930597,2,1,1,0.13475651924758814,0
228,-1.0711357124255012,Germany,Female,0.007456277950981121,0.6,-0.03028554283419706,3,1,1,0.42871564234384385,1
229,1.0395009928661871,Germany,Male,1.0562933298792385,0.2,0.32697674920655423,1,1,0,0.38601021397543467,1
230,-0.584861569539671,Germany,Female,-0.9460319510747073,0.3,0.8709389522806972,1,1,0,0.30521389792725206,0
231,0.23249284084289454,France,Male,3.153967433735753,0.1,-1.2257863774930597,2,0,1,0.5599015205952169,0
232,-0.41932143579130327,France,Male,0.10280510085354996,0.0,-1.2257863774930597,2,1,0,0.3111348133746773,0
233,-1.4332547550000554,France,Female,-0.18324136785415657,0.1,-1.2257863774930597,2,0,1,0.7805417917411112,0
234,1.2050411266145549,Germany,Male,-1.8041713571978268,0.3,0.6927909994300088,2,0,1,0.7506906909609867,0
235,-0.6779778947731279,France,Female,2.6772233192229087,0.5,0.6008756388249068,2,0,1,0.4657171259855316,0
236,1.1636560931774629,Germany,Male,0.29350274665868764,0.6,0.3794205966612054,1,1,0,0.16727277454996953,1
237,0.6359969168545409,France,Female,-0.9460319510747073,0.2,-1.2257863774930597,1,1,1,0.7218860401168311,0
238,-1.153905779299685,Germany,Female,0.3888515695612565,0.3,0.63679908776849,3,1,0,0.27898854340589524,1
239,0.18076154904652963,France,Female,0.674898038268963,0.2,-1.2257863774930597,3,1,0,0.44522691917078083,1
240,0.5428805916210839,France,Male,-1.0413807739772762,0.2,0.07513037916873361,2,0,1,0.8140806447015689,0
241,0.11868399889089175,Spain,Male,-0.08789254495158773,0.4,-1.2257863774930597,2,1,0,0.6813054146671006,0
242,0.7704982755250895,Germany,Female,0.007456277950981121,0.5,0.6461472329054243,1,1,0,0.6202661854207077,0
